"establecimiento_id_establecimiento","establecimiento_nombre","establecimiento_direccion","establecimiento_tipo","establecimiento_longitud","establecimiento_latitud","establecimiento_oficial","establecimiento_calificacion_general","establecimiento_dimension_id_establecimiento","establecimiento_dimension_id_dimension","establecimiento_dimension_id_categoria","categoria_id_categoria","categoria_nombre","categoria_descripcion","servicio_id_servicio","servicio_nombre","servicio_descripcion","caracteristica_id_caracteristica","caracteristica_nombre","caracteristica_valor","caracteristica_Fid_servicio","establecimiento_servicio_id_establecimiento_servicio","establecimiento_servicio_Fid_establecimiento","establecimiento_servicio_Fid_servicio","usuario_id_usuario","usuario_nombre","usuario_correo","usuario_telefono","usuario_rol","usuario_id_establecimiento","usuario_password","prereserva_id_prereserva","prereserva_horayfecha","prereserva_cantpersonas","prereserva_id_establecimiento_servicio","prereserva_id_usuario","comentario_id_comentario","comentario_contenido","comentario_calificacion","comentario_Fid_establecimiento_servicio"
"2","Hostal Villa Toscana","16 Calle 8-20, Zona 13, Aurora I, Guatemala","Hotel","-90.53215026855469","14.583535194396973","1",\N,"2","1","2","2","Barato",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"5","2","4","13","u2","correo@correo.com","4","normal",\N,"55","19","2015-10-29 14:01:00","1","5","13","10","muy bueno!","5","4"
"2","Hostal Villa Toscana","16 Calle 8-20, Zona 13, Aurora I, Guatemala","Hotel","-90.53215026855469","14.583535194396973","1",\N,"2","1","2","2","Barato",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"5","2","4","13","u2","correo@correo.com","4","normal",\N,"55","19","2015-10-29 14:01:00","1","5","13","11","Tiene muchos problemas","2","4"
"2","Hostal Villa Toscana","16 Calle 8-20, Zona 13, Aurora I, Guatemala","Hotel","-90.53215026855469","14.583535194396973","1",\N,"2","1","2","2","Barato",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"5","2","4","13","u2","correo@correo.com","4","normal",\N,"55","25","2015-10-30 02:02:00","1","5","13","10","muy bueno!","5","4"
"2","Hostal Villa Toscana","16 Calle 8-20, Zona 13, Aurora I, Guatemala","Hotel","-90.53215026855469","14.583535194396973","1",\N,"2","1","2","2","Barato",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"5","2","4","13","u2","correo@correo.com","4","normal",\N,"55","25","2015-10-30 02:02:00","1","5","13","11","Tiene muchos problemas","2","4"
"2","Hostal Villa Toscana","16 Calle 8-20, Zona 13, Aurora I, Guatemala","Hotel","-90.53215026855469","14.583535194396973","1",\N,"2","3","7","7","Tres estrellas",\N,"1","Hospedaje",\N,"3","caracteristica1","500","1","4","2","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"2","Hostal Villa Toscana","16 Calle 8-20, Zona 13, Aurora I, Guatemala","Hotel","-90.53215026855469","14.583535194396973","1",\N,"2","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"5","2","4","8","usuario1","user1@correo.com","11223344","especial","1","123","12","2014-12-31 12:59:00","2","5","8","10","muy bueno!","5","4"
"2","Hostal Villa Toscana","16 Calle 8-20, Zona 13, Aurora I, Guatemala","Hotel","-90.53215026855469","14.583535194396973","1",\N,"2","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"5","2","4","8","usuario1","user1@correo.com","11223344","especial","1","123","12","2014-12-31 12:59:00","2","5","8","11","Tiene muchos problemas","2","4"
"2","Hostal Villa Toscana","16 Calle 8-20, Zona 13, Aurora I, Guatemala","Hotel","-90.53215026855469","14.583535194396973","1",\N,"2","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"5","2","4","8","usuario1","user1@correo.com","11223344","especial","1","123","13","2011-10-28 11:57:00","1","5","8","10","muy bueno!","5","4"
"2","Hostal Villa Toscana","16 Calle 8-20, Zona 13, Aurora I, Guatemala","Hotel","-90.53215026855469","14.583535194396973","1",\N,"2","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"5","2","4","8","usuario1","user1@correo.com","11223344","especial","1","123","13","2011-10-28 11:57:00","1","5","8","11","Tiene muchos problemas","2","4"
"2","Hostal Villa Toscana","16 Calle 8-20, Zona 13, Aurora I, Guatemala","Hotel","-90.53215026855469","14.583535194396973","1",\N,"2","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"5","2","4","13","u2","correo@correo.com","4","normal",\N,"55","19","2015-10-29 14:01:00","1","5","13","10","muy bueno!","5","4"
"2","Hostal Villa Toscana","16 Calle 8-20, Zona 13, Aurora I, Guatemala","Hotel","-90.53215026855469","14.583535194396973","1",\N,"2","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"5","2","4","13","u2","correo@correo.com","4","normal",\N,"55","19","2015-10-29 14:01:00","1","5","13","11","Tiene muchos problemas","2","4"
"2","Hostal Villa Toscana","16 Calle 8-20, Zona 13, Aurora I, Guatemala","Hotel","-90.53215026855469","14.583535194396973","1",\N,"2","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"5","2","4","13","u2","correo@correo.com","4","normal",\N,"55","25","2015-10-30 02:02:00","1","5","13","10","muy bueno!","5","4"
"2","Hostal Villa Toscana","16 Calle 8-20, Zona 13, Aurora I, Guatemala","Hotel","-90.53215026855469","14.583535194396973","1",\N,"2","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"5","2","4","13","u2","correo@correo.com","4","normal",\N,"55","25","2015-10-30 02:02:00","1","5","13","11","Tiene muchos problemas","2","4"
"3","Cabana Suiza","Km. 20.8 Carretera a San Lucas Sacatepequez, Mixco Guatemala","Hotel","-90.611572265625","14.617692947387695","0",\N,"3","1","3","3","Accesible",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"4","Casa San Lazaro","Calle Bartolome Becerra No. 8 Barrio San Lazaro Antigua Guatemala, Sacatepequez","Hotel","-90.74156188964844","14.55527400970459","0",\N,"4","4","10","10","Pequeno",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"3","Buffet",\N,\N,\N,\N,\N,"12","5","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"3","lavanderia camino real","6","3"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"3","Buffet",\N,\N,\N,\N,\N,"12","5","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"6","la lavanderia de camino real deja mucho que desear","3","3"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"3","Buffet",\N,\N,\N,\N,\N,"12","5","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"8","La lavanderiaa de camino real es muy buena (y)","6","3"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"3","Buffet",\N,\N,\N,\N,\N,"12","5","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"17","pesimo >:/","1","3"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"3","Buffet",\N,\N,\N,\N,\N,"12","5","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"25","Malo","1","3"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"3","Buffet",\N,\N,\N,\N,\N,"12","5","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"26","Malo 2","1","3"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","13","u2","correo@correo.com","4","normal",\N,"55","16","2015-10-22 15:02:00","3","13","13","10","muy bueno!","5","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","13","u2","correo@correo.com","4","normal",\N,"55","16","2015-10-22 15:02:00","3","13","13","11","Tiene muchos problemas","2","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","13","u2","correo@correo.com","4","normal",\N,"55","22","2016-01-28 15:00:00","6","13","13","10","muy bueno!","5","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","13","u2","correo@correo.com","4","normal",\N,"55","22","2016-01-28 15:00:00","6","13","13","11","Tiene muchos problemas","2","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","13","u2","correo@correo.com","4","normal",\N,"55","24","2015-10-31 07:07:00","2","13","13","10","muy bueno!","5","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","13","u2","correo@correo.com","4","normal",\N,"55","24","2015-10-31 07:07:00","2","13","13","11","Tiene muchos problemas","2","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","14","don mynor","mynor@c.com","4443322","especial","23","123","15","2016-02-02 14:01:00","3","13","14","10","muy bueno!","5","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","14","don mynor","mynor@c.com","4443322","especial","23","123","15","2016-02-02 14:01:00","3","13","14","11","Tiene muchos problemas","2","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","14","don mynor","mynor@c.com","4443322","especial","23","123","27","2015-10-25 12:57:00","5","13","14","10","muy bueno!","5","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","3","7","7","Tres estrellas",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","14","don mynor","mynor@c.com","4443322","especial","23","123","27","2015-10-25 12:57:00","5","13","14","11","Tiene muchos problemas","2","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"3","Buffet",\N,\N,\N,\N,\N,"12","5","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"3","lavanderia camino real","6","3"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"3","Buffet",\N,\N,\N,\N,\N,"12","5","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"6","la lavanderia de camino real deja mucho que desear","3","3"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"3","Buffet",\N,\N,\N,\N,\N,"12","5","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"8","La lavanderiaa de camino real es muy buena (y)","6","3"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"3","Buffet",\N,\N,\N,\N,\N,"12","5","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"17","pesimo >:/","1","3"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"3","Buffet",\N,\N,\N,\N,\N,"12","5","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"25","Malo","1","3"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"3","Buffet",\N,\N,\N,\N,\N,"12","5","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"26","Malo 2","1","3"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","13","u2","correo@correo.com","4","normal",\N,"55","16","2015-10-22 15:02:00","3","13","13","10","muy bueno!","5","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","13","u2","correo@correo.com","4","normal",\N,"55","16","2015-10-22 15:02:00","3","13","13","11","Tiene muchos problemas","2","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","13","u2","correo@correo.com","4","normal",\N,"55","22","2016-01-28 15:00:00","6","13","13","10","muy bueno!","5","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","13","u2","correo@correo.com","4","normal",\N,"55","22","2016-01-28 15:00:00","6","13","13","11","Tiene muchos problemas","2","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","13","u2","correo@correo.com","4","normal",\N,"55","24","2015-10-31 07:07:00","2","13","13","10","muy bueno!","5","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","13","u2","correo@correo.com","4","normal",\N,"55","24","2015-10-31 07:07:00","2","13","13","11","Tiene muchos problemas","2","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","14","don mynor","mynor@c.com","4443322","especial","23","123","15","2016-02-02 14:01:00","3","13","14","10","muy bueno!","5","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","14","don mynor","mynor@c.com","4443322","especial","23","123","15","2016-02-02 14:01:00","3","13","14","11","Tiene muchos problemas","2","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","14","don mynor","mynor@c.com","4443322","especial","23","123","27","2015-10-25 12:57:00","5","13","14","10","muy bueno!","5","4"
"5","Monoloco","5 Avenida Sur 6,Antigua Guatemala, Sacatepequez","Restaurante","-90.73423767089844","14.556051254272461","1",\N,"5","4","12","12","Grande",\N,"4","Comida a la Carta",\N,\N,\N,\N,\N,"13","5","4","14","don mynor","mynor@c.com","4443322","especial","23","123","27","2015-10-25 12:57:00","5","13","14","11","Tiene muchos problemas","2","4"
"6","Vista Real","Interamerican Hwy","Hotel","-90.48493194580078","14.572171211242676","0",\N,"6","1","1","1","Costoso",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"6","Vista Real","Interamerican Hwy","Hotel","-90.48493194580078","14.572171211242676","0",\N,"6","4","11","11","Mediano",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"12","Barcelo","7 Avenida, 15-45. Zona 9, Guatemala","Hotel","-90.51852416992188","14.597034454345703","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"13","Holiday Inn","Primera Avenida 13-22 Zona 10, Guatemala","Hotel","-90.5166015625","14.633299827575684","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"14","Pizza Vesuvio","Paseo Cayalá, Bulevar Rafael Landivar 10-05, Guatemala","Restaurante","-90.48680877685547","14.608724594116211","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","17","2015-10-31 20:08:00","9","16","13","3","lavanderia camino real","6","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","17","2015-10-31 20:08:00","9","16","13","6","la lavanderia de camino real deja mucho que desear","3","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","17","2015-10-31 20:08:00","9","16","13","8","La lavanderiaa de camino real es muy buena (y)","6","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","17","2015-10-31 20:08:00","9","16","13","17","pesimo >:/","1","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","17","2015-10-31 20:08:00","9","16","13","25","Malo","1","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","17","2015-10-31 20:08:00","9","16","13","26","Malo 2","1","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","18","2015-12-16 15:01:00","5","16","13","3","lavanderia camino real","6","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","18","2015-12-16 15:01:00","5","16","13","6","la lavanderia de camino real deja mucho que desear","3","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","18","2015-12-16 15:01:00","5","16","13","8","La lavanderiaa de camino real es muy buena (y)","6","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","18","2015-12-16 15:01:00","5","16","13","17","pesimo >:/","1","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","18","2015-12-16 15:01:00","5","16","13","25","Malo","1","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","18","2015-12-16 15:01:00","5","16","13","26","Malo 2","1","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","20","2015-11-25 14:01:00","6","16","13","3","lavanderia camino real","6","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","20","2015-11-25 14:01:00","6","16","13","6","la lavanderia de camino real deja mucho que desear","3","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","20","2015-11-25 14:01:00","6","16","13","8","La lavanderiaa de camino real es muy buena (y)","6","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","20","2015-11-25 14:01:00","6","16","13","17","pesimo >:/","1","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","20","2015-11-25 14:01:00","6","16","13","25","Malo","1","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","20","2015-11-25 14:01:00","6","16","13","26","Malo 2","1","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","21","2015-10-31 21:00:00","2","16","13","3","lavanderia camino real","6","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","21","2015-10-31 21:00:00","2","16","13","6","la lavanderia de camino real deja mucho que desear","3","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","21","2015-10-31 21:00:00","2","16","13","8","La lavanderiaa de camino real es muy buena (y)","6","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","21","2015-10-31 21:00:00","2","16","13","17","pesimo >:/","1","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","21","2015-10-31 21:00:00","2","16","13","25","Malo","1","3"
"15","La Media Cancha","13 C 4-71 Z-9 Guatemala, Guatemala","Restaurante","-90.52234649658203","14.600741386413574","1",\N,\N,\N,\N,\N,\N,\N,"3","Buffet",\N,\N,\N,\N,\N,"16","15","3","13","u2","correo@correo.com","4","normal",\N,"55","21","2015-10-31 21:00:00","2","16","13","26","Malo 2","1","3"
"16","Conquistador","Via 5, 4-68 zona 4, Guatemala","Hotel","-90.51605987548828","14.61998462677002","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
